"";"TCGA-2J-AAB6";"TCGA-2J-AAB8";"TCGA-2J-AAB9";"TCGA-2J-AABA";"TCGA-2J-AABE";"TCGA-2J-AABF";"TCGA-2J-AABK";"TCGA-2J-AABO";"TCGA-2J-AABR";"TCGA-2J-AABT";"TCGA-2J-AABU";"TCGA-2J-AABV";"TCGA-2L-AAQA";"TCGA-2L-AAQE";"TCGA-2L-AAQI";"TCGA-2L-AAQJ";"TCGA-2L-AAQL";"TCGA-3A-A9I5";"TCGA-3A-A9I7";"TCGA-3A-A9I9";"TCGA-3A-A9IB";"TCGA-3A-A9IC";"TCGA-3A-A9IH";"TCGA-3A-A9IU";"TCGA-3A-A9IX";"TCGA-3A-A9IZ";"TCGA-3A-A9J0";"TCGA-3E-AAAY";"TCGA-3E-AAAZ";"TCGA-F2-6880";"TCGA-F2-7273";"TCGA-F2-7276";"TCGA-F2-A44G";"TCGA-F2-A44H";"TCGA-F2-A7TX";"TCGA-F2-A8YN";"TCGA-FB-A4P5";"TCGA-FB-A4P6";"TCGA-FB-A545";"TCGA-FB-A5VM";"TCGA-FB-A78T";"TCGA-FB-AAPP";"TCGA-FB-AAPQ";"TCGA-FB-AAPS";"TCGA-FB-AAPU";"TCGA-FB-AAPY";"TCGA-FB-AAPZ";"TCGA-FB-AAQ0";"TCGA-FB-AAQ1";"TCGA-FB-AAQ2";"TCGA-FB-AAQ3";"TCGA-FB-AAQ6";"TCGA-H6-8124";"TCGA-HV-A5A3";"TCGA-HV-A5A4";"TCGA-HV-A5A5";"TCGA-HV-A5A6";"TCGA-HV-A7OL";"TCGA-HV-AA8V";"TCGA-HV-AA8X";"TCGA-HZ-7918";"TCGA-HZ-7919";"TCGA-HZ-7920";"TCGA-HZ-7922";"TCGA-HZ-7923";"TCGA-HZ-7924";"TCGA-HZ-7925";"TCGA-HZ-7926";"TCGA-HZ-8001";"TCGA-HZ-8002";"TCGA-HZ-8003";"TCGA-HZ-8005";"TCGA-HZ-8315";"TCGA-HZ-8317";"TCGA-HZ-8636";"TCGA-HZ-8637";"TCGA-HZ-A49G";"TCGA-HZ-A49H";"TCGA-HZ-A49I";"TCGA-HZ-A4BH";"TCGA-HZ-A77O";"TCGA-HZ-A8P0";"TCGA-HZ-A8P1";"TCGA-IB-7644";"TCGA-IB-7645";"TCGA-IB-7646";"TCGA-IB-7647";"TCGA-IB-7649";"TCGA-IB-7651";"TCGA-IB-7652";"TCGA-IB-7654";"TCGA-IB-7885";"TCGA-IB-7886";"TCGA-IB-7887";"TCGA-IB-7888";"TCGA-IB-7889";"TCGA-IB-7890";"TCGA-IB-7891";"TCGA-IB-7893";"TCGA-IB-7897";"TCGA-IB-8126";"TCGA-IB-8127";"TCGA-IB-A5SO";"TCGA-IB-A5SP";"TCGA-IB-A5SQ";"TCGA-IB-A5SS";"TCGA-IB-A5ST";"TCGA-IB-A6UF";"TCGA-IB-A6UG";"TCGA-IB-A7LX";"TCGA-IB-A7M4";"TCGA-IB-AAUM";"TCGA-IB-AAUN";"TCGA-IB-AAUO";"TCGA-IB-AAUP";"TCGA-IB-AAUQ";"TCGA-IB-AAUR";"TCGA-IB-AAUS";"TCGA-IB-AAUU";"TCGA-IB-AAUV";"TCGA-IB-AAUW";"TCGA-L1-A7W4";"TCGA-LB-A7SX";"TCGA-LB-A8F3";"TCGA-LB-A9Q5";"TCGA-M8-A5N4";"TCGA-OE-A75W";"TCGA-PZ-A5RE";"TCGA-Q3-A5QY";"TCGA-Q3-AA2A";"TCGA-RB-AA9M";"TCGA-RL-AAAS";"TCGA-S4-A8RM";"TCGA-S4-A8RO";"TCGA-S4-A8RP";"TCGA-US-A774";"TCGA-US-A779";"TCGA-US-A77G";"TCGA-US-A77J";"TCGA-XD-AAUG";"TCGA-XD-AAUH";"TCGA-XD-AAUI";"TCGA-XD-AAUL";"TCGA-XN-A8T3";"TCGA-YB-A89D";"TCGA-YY-A8LH";"TCGA-Z5-AAPL"
"ACPL2";371,9298;404,2303;398,7138;519,1796;299,6763;281,7401;334,4798;383,8141;411,2554;274,0926;294,7598;198,4252;365,1719;370,7136;397,9128;248,0198;188,8785;270,7083;342,7726;406,7989;555,4772;328,8889;308,5858;278,9982;487,1873;446,8401;247,6895;292,0527;294,6896;308,07;675,7152;492,6323;448,1236;407,1588;401,0554;369,781;445,9778;465,9401;397,4262;270,2139;225,1352;83,4637;282,6938;566,8966;270,3306;294,1495;431,5713;152,7567;284,2868;228,4784;378,4643;323,9437;403,6772;395,5601;327,7808;318,8908;640,7923;245,841;477,2066;216,555;512,4744;373,9206;285,5128;559,3148;296,554;292,5187;926,5767;332,8001;305,5215;534,7594;403,2512;355,3256;463,0822;349,6878;428,2094;279,2187;345,186;332,5021;377,9398;386,8491;326,6047;456,1276;226,3473;490,184;434,5114;403,5533;643,4919;487,4064;413,7931;364,4315;480,2979;306,453;362,397;565,1222;419,3726;346,9304;551,3877;429,2913;743,2534;308,6375;373,9562;496,0176;378,148;521,8618;454,3683;367,7768;429,0083;190,8075;344,6198;276,4435;251,0779;403,5842;417,6504;388,5826;467,2743;320,1531;356,1767;337,0897;214,7422;532,5052;261,8954;534,8713;460,6286;177,665;283,1697;239,5175;182,2244;256,8617;385,0511;382,1197;355,3648;411,5756;251,5593;393,8497;319,7459;360,8421;269,5309;266,545;368,4531;402,027;251,4315;404,1605;367,1518;544,8312;426,5159;227,0973;379,4872
"ACPP";39,1813;45,1234;73,955;50,1018;65,9781;198,4584;142,3044;51,2821;121,8306;16,2703;51,31;107,0866;67,5649;18,5357;156,4443;22,7723;53,0412;145,8583;37,1936;141,6431;79,8146;57,7778;96,7961;47,0123;84,9413;268,4015;40,1373;52,1697;33,2835;65,0506;123,7525;198,5934;223,5099;43,6242;50,1319;95,7928;181,5871;99,455;24,9811;86,5936;104,0366;38,2542;94,2313;17,931;83,3519;52,546;53,5844;23,6832;66,4502;92,6012;29,2859;81,6901;23,8911;137,0444;80,0645;205,6615;17,666;128,1577;56,741;58,7854;87,1166;129,1294;516,493;100,6424;156,395;125,4364;90,0533;37,2809;204,499;114,4385;162,0346;87,5377;91,2533;91,7548;94,0313;113,3525;52,5164;43,7794;44,0105;196,3043;32,1069;123,0082;246,7066;181,5951;54,8857;12,6904;122,5823;150,4425;133,3152;168,5661;54,9178;81,2285;22,6027;42,3929;121,0787;64,6889;80,9659;107,6445;32,6087;181,7853;77,5359;38,0755;24,0217;42,1348;650,428;30,743;17,038;117,5683;25,766;326,038;62,389;70,9677;34,2889;33,4476;47,5194;124,3622;35,1668;36,7467;67,32;101,4493;103,4212;274,2711;36,6462;28,934;73,9895;90,1781;67,0308;255,6248;580,7677;32,4441;128,7554;38,5852;91,4761;48,4117;114,3462;69,8947;42,8227;122,775;106,5773;162,1622;278,5008;142,6449;151,7672;121,308;61,665;53,7978;24,5014
"ACPT";0;0;0;0;0;0;0;0,8013;0;0,6258;0;1,5748;0;0;0;0;0;0;0,4227;0;0,4031;0,4938;0;0;0;0;0;0,4876;0;0;0;0;0;0;0,4398;0;0;0;2,271;0;0;0;0;0;0;0,5417;0;0;0,4996;0;0,7509;0;0,4119;0;0;0;0;0;0,485;0;0;0;0,3134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5076;0;0;0;0;0;0;0;0;0;0,4919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5206;0;0;0;0;0;0,5698
"ACRBP";22,807;19,7415;30,0107;21,9195;33,2974;84,3448;43,4222;55,2885;31,5399;54,4431;7,6419;58,2677;82,8474;9,7312;49,5569;10,396;18,7585;90,6363;46,492;39,6601;39,1011;17,284;20,5208;31,1951;42,879;21,5613;45,4185;44,3686;24,6821;58,9138;89,4212;46,5506;13,245;39,1499;32,9815;28,3258;42,8545;40,1907;6,813;23,4742;50,3537;48,6872;11,6667;17,931;15,0184;49,8375;28,9645;50,9189;61,4539;31,6426;27,0332;31,9249;10,7098;4,672;26,3299;40,4391;13,9186;38,817;29,5829;11,6706;84,2536;18,2207;62,0544;51,3919;80,5169;93,2668;64,01;70,9246;94,4785;55,615;95,4379;22,4235;53,0102;48,9359;40,8984;171,95;57,4398;22,721;59,4141;46,0763;26,0177;33,2455;44,9102;88,6503;101,0395;23,3503;25,3528;49,0129;71,1377;43,9968;26,9935;51,0196;62,5342;14,7149;51,7336;55,2122;17,423;48,0326;23,6132;67,9436;57,6373;30,823;51,143;13,1988;44,1134;45,5451;35,3866;11,5641;21,4716;32,1446;76,0842;31,5412;15,7392;23,1182;72,5991;34,4388;67,1776;125,4287;34,5121;57,971;60,9516;30,3322;64,0148;55,8376;28,317;30,4423;19,3644;44,9405;44,6744;47,5847;20,6009;22,508;61,9543;31,2659;43,4092;96,4211;43,8303;29,6668;60,2923;28,3784;60,3852;53,4918;23,7006;31,1181;32,888;12,347;55,2707
"ACRC";19,2982;18,8014;17,149;43,2128;13,5656;29,7688;25,7954;44,0705;23,5003;22,5282;22,9258;26,7717;16,8912;33,8276;13,118;16,8317;18,1116;37,8151;21,5554;30,5949;26,6049;27,6543;24,3926;11,4236;33,8948;30,4833;39,6092;35,5924;17,9506;20,8653;11,4438;18,4193;28,1457;11,1857;16,2709;12,8754;43,5809;27,9292;31,0371;18,7793;70,3288;13,9106;16,1539;39,3103;9,011;56,338;13,7581;53,8793;47,4644;16,752;25,5313;10,3286;24,7149;10,9013;32,7781;20,7972;73,3405;13,5551;29,098;18,5866;14,3149;20,5973;18,8044;27,409;44,7316;17,207;4,3928;16,9734;25,7669;26,025;23,0729;15,0927;30,2916;19,8802;23,4204;30,4195;24,07;31,5877;28,0567;18,7185;8,8571;29,9209;14,9701;5,2147;20,3742;8,6294;12,5457;10,8918;10,8607;7,1561;8,067;11,7479;18,0822;17,8681;13,7589;20,6016;11,7862;6,8618;1,8741;32,8876;27,4463;17,3541;27,8962;9,6453;16,6651;7,2113;45,8716;60,2296;46,7008;27,5525;10,1446;53,7634;14,0528;93,4566;40,0395;42,7296;54,1028;16,1685;20,0256;28,5714;31,8521;11,1076;108,5469;18,2741;12,7883;26,996;21,3505;11,5443;43,6108;69,9351;19,3133;16,6131;20,3742;17,1458;23,8221;19,3684;15,6177;24,1899;35,3228;27,7027;24,4664;49,5295;29,9376;36,9198;14,3885;38,805;56,4103
"ACRV1";5,2632;1,8801;0;0;0,6166;3,5439;0,8598;0;1,2369;1,8773;0;0;0;0,4634;0,4859;0,9901;7,1153;0,6002;0,8453;0,5666;1,6124;2,963;0;0,4394;0;0;7,3937;0;0,374;0;0,2661;0;0,5519;0;0,8795;9,7853;0;0,6812;5,299;3,1299;0,4161;0;0;0,6897;0,3755;0,5417;1,4482;2,3683;1,9985;0,9307;3,7546;1,8779;0,8238;0;0;2,8885;44,4325;0,6161;0;0,4322;0;0,7922;0,9402;0,4283;0,3313;0,2494;0,6275;0,6062;0,818;0,713;2,6219;2,5873;1,1359;1,5292;7,6903;5,1233;0;1,6625;0,5501;3,8397;1,6607;1,9947;0;0;0;0,5076;3,6592;1,3615;0;0,7951;0,6205;0,3357;1,1301;2,4525;0;0,8241;0,5124;0,4289;0;0,3614;0;2,3312;1,9372;2,5382;3,431;1,1386;3,0581;0,9637;1,0736;0,9184;1,5217;0,7168;0,5621;0,9838;6,1599;1,9133;0,4509;1,4699;10,6519;0;0;2,1361;2,7833;10,1523;0,9135;0;3,4757;4,123;0;2,1629;0,8584;0,5359;0;1,5129;1,0588;1,6842;0;1,3692;0;1,3514;0;0;15,8004;1,0549;0;0,8819;2,849
"ACR";6,4327;1,8801;1,0718;1,8788;2,4665;1,0632;0,4299;0,8013;8,0396;4,3805;1,0917;1,5748;0,4022;0,4634;0,9717;2,4752;3,2342;0,6002;2,9586;0,5666;1,2093;1,4815;3,8718;0;0,8167;0;2,6406;4,8757;2,6178;0;3,992;3,349;0;0;1,759;0;5,8108;3,406;3,785;5,2165;1,2484;0;0;3,4483;0;1,6251;0;1,1842;1,9985;2,3267;2,2528;0;2,0596;1,5573;1,0747;1,7331;0;0;0,485;0,4322;0,818;2,3766;3,4475;1,2848;2,6508;4,2394;3,1377;0,6062;7,771;2,139;1,0488;0,4312;1,1359;6,117;0,3496;1,601;1,0941;2,2167;2,7507;1,4399;0,5536;1,9947;1,1976;0,6135;4,5738;1,5228;1,0455;0;1,6291;0,7951;1,5513;0,6713;3,0137;2,8028;6,6043;0,8241;0,5124;1,7154;1,4993;7,9508;0;1,5541;2,3247;1,0153;5,3916;0,3795;5,6793;1,9273;3,7575;2,296;0,5072;3,5842;1,6863;3,4431;2,2;2,551;4,5086;1,4699;1,7043;7,0393;7,0783;2,1361;1,3916;2,0305;0,9135;1,1488;0;1,6492;2,6592;1,442;2,5751;5,895;0,8316;0,5043;1,5881;2,5263;2,0152;0,9128;4,8721;0,6757;3,1234;1,9812;1,6632;2,1097;1,0277;0,8819;2,849
"ACSBG1";3,5088;11,2808;3,2154;15,0305;6,7828;7,0878;9,4583;12,0192;9,2764;26,9086;6,5502;11,0236;6,8369;22,7062;16,519;11,8812;6,4684;6,0024;21,1327;10,7649;8,8683;14,321;7,7437;3,0756;20,0102;12,6394;6,3375;11,214;8,9753;6,1369;9,3147;10,7167;10,4857;1,1186;3,9578;6,1802;5,8108;8,1744;5,299;7,3031;6,6583;2,0866;4,4872;11,0345;5,2564;9,2091;5,0688;6,5129;5,4959;13,4946;9,762;3,7559;4,943;28,0318;6,9855;8,0878;4,2827;6,1614;11,1542;3,0257;6,135;48,7206;11,596;6,424;16,8986;6,9825;11,6097;3,031;14,3149;10,6952;6,817;6,8995;7,5729;11,7242;5,2434;9,6061;11,488;14,9626;8,8021;5,7595;8,8571;8,6438;3,5928;4,908;8,316;7,1066;9,4093;5,4459;12,7613;10,3366;5,8951;7,3844;4,8973;14,0142;9,3561;9,4767;9,224;6,4329;11,2444;22,0455;8,2339;8,0295;10,8485;6,5994;7,3522;4,175;14,8536;11,5641;5,9047;2,7553;1,5217;8,6022;14,615;6,8863;7,4799;5,7398;12,624;8,8192;29,8253;14,4928;12,5836;4,2721;12,0608;3,0457;10,048;2,8719;9,9305;23,501;11,1686;4,3259;7,2961;12,8617;4,5738;3,53;6,8819;7,5789;6,0456;9,5847;6,6991;22,973;15,6169;8,9153;17,4636;5,8017;15,9301;6,6145;6,8376
"ACSBG2";0;0,9401;0;2,5051;2,4665;0,7088;0,8598;0,8013;0;0,6258;0;0;2,413;0,4634;1,4576;1,9802;0,6468;1,2005;1,268;1,6997;0,4031;0,4938;0,3872;0,4394;0,4084;0;0;0,9751;0,374;0;0,5323;0,3349;0,5519;2,2371;0,4398;0,515;0;0,6812;0;0,5216;1,2484;0;0,8974;1,3793;2,2528;1,6251;0;0;0,9993;0,4653;0;0;0;2,336;2,6867;1,1554;0;2,4646;0,9699;0,8645;0,818;0,7922;0,9402;0,4283;2,3194;0,2494;0;0,9093;0,818;0,3565;2,0975;0;1,1359;0;1,0627;0,9606;0;0;1,1003;1,9198;0;1,3298;0,5988;0;0,4158;0;0;2,7229;0;0,7951;0,3103;0,6713;0,3767;0,3504;0;1,6481;0;0,4289;0,3748;0,3614;0;0,518;0,7749;0;0,9803;0,7591;0,4369;0,4818;4,2943;0,4592;0,5072;3,5842;0;0,9838;1,32;0,6378;1,8034;0;0,8522;1,2422;0,7865;0,4272;0;1,0152;0;0;0,993;0;1,0637;0;0,4292;1,0718;2,4948;0;2,6469;1,6842;0;0,9128;0;0,6757;0;0;1,2474;0,5274;0;1,7639;1,1396
"ACSF2";363,7427;461,5746;508,0386;770,3147;406,9678;477,7177;450,9888;814,1026;451,4533;345,4318;1169,214;725,9843;270,2594;974,9768;740,9243;284,1584;642,3162;600,2401;703,7194;755,0708;644,5631;421,2346;399,9613;769,3322;657,4783;369,5167;759,4402;729,8879;214,2857;461,4913;355,0233;366,0415;502,7594;460,8501;747,5814;977,499;552,751;570,8447;868,2816;400,1043;401,5814;110,5895;265,6424;373,1034;219,2682;1403,0336;824,0406;404,9829;750,4372;672,4058;1301,3466;488,2629;768,2224;1141,5178;466,4159;506,6436;904,1756;762,785;584,3841;370,4344;395,91;587,4198;230,3534;549,0364;453,943;588,5287;196,423;516,7798;608,589;557,5758;378,6051;349,2885;762,2113;383,841;554,4001;360,5508;725,3829;513,7157;634,3006;292,2966;510,9426;232,0533;182,0359;566,8712;350,104;360,9137;408,782;489,4486;342,1124;480,7845;356,5002;672,9882;363,5271;1028,6415;472,2069;537,6226;549,3379;807,548;517,6162;289,4832;542,7511;672,4082;390,1589;644,2049;319,5773;620,1727;395,3692;405,7069;608,1842;1110,3662;875,9828;605,0179;424,3957;609,9271;499,8339;488,5204;417,9441;421,852;1216,8726;310,9731;773,8891;707,4656;995,4772;512,6904;536,1955;411,8323;878,3515;846,4478;715,8546;666,186;746,7811;822,6152;312,6819;409,4826;475,3838;611,3684;876,1014;488,8179;661,9976;457,8919;510,151;968,2566;775,052;763,7131;386,4337;649,5425;450,1425
"ACSF3";326,3158;626,087;454,448;457,1786;525,3584;442,6331;500,8598;402,2436;451,4533;513,1414;398,4716;859,8425;487,03;346,6172;530,5504;480,198;766,5103;875,1501;632,2908;461,7564;393,8325;382,716;388,7329;456,5026;391,22;266,9145;616,319;512,9205;499,626;641,9147;295,6753;374,079;480,1325;562,6398;372,9112;357,4206;573,8151;490,4632;448,1453;778,8211;573,866;232,3074;844,4915;433,1034;691,9714;566,0888;435,1919;412,0879;333,7497;465,798;362,695;970,892;416,8585;332,4885;407,8452;577,1231;278,3726;889,0943;419,0107;847,6335;331,6973;320,0507;296,1686;313,4904;350,2319;474,0648;455,2871;354,9262;539,4683;354,0107;389,6172;734,3683;309,3525;326,7491;381,3685;281,7803;456,7834;551,9534;571,5858;386,3691;706,3519;419,5576;768,8623;556,135;573,3888;302,0305;498,1704;313,1382;388,5419;407,1031;448,9606;442,0576;475,7873;385,0399;386,3511;586,3206;388,9435;358,1001;303,973;321,2866;363,6638;326,1024;491,2824;486,8342;404,3731;451,2762;594,1459;461,1182;485,259;497,782;602,0796;559,8566;469,3648;359,07;574,193;375,6378;594,6799;485,0563;484,8743;435,1967;497,444;383,6377;519,5408;695,4315;507,8785;413,5554;1096,3257;460,9492;666,9255;496,7556;474,6781;577,7063;479,4179;586,4881;393,8592;536,4211;667,026;565,9516;654,6894;422,973;406,5591;485,3888;431,185;445,6751;527,2354;521,2215;598,2906
"ACSL1";1097,6608;989,8942;1801,7149;3907,938;2013,8739;1747,8515;1461,7369;2705,1282;2831,7873;2600,1252;1539,3013;1031,4961;2433,5411;1253,012;2210,1407;1164,3564;943,7456;1481,9928;1338,9687;1267,4221;1068,6284;1319,0123;1805,4399;2045,2548;1692,292;2867,658;2706,0998;1410,5314;1052,73;1902,4241;6900,8649;4349,2967;1538,0795;1381,4318;2439,314;3501,0738;5340,1126;2754,0872;961,3929;1448,6176;1607,1577;645,453;3519,7616;2086,2069;2791,5394;1930,1192;2458,3635;1435,2027;2218,3362;2168,4504;1873,5486;1067,6056;1683,4986;1160,9844;1117,6787;1768,342;1000,5353;1179,2976;2163,9185;2347,0931;3838,8548;1495,6825;4003,1341;1504,9251;3739,894;988,2793;3070,2855;1187,2296;2864,2127;4684,1355;3255,3749;2629,5817;1874,29;1701,542;1936,9047;3065,9622;2153,1729;3204,7659;2121,8539;1834,4132;1200,6875;2310,5591;1974,2515;1093,2515;4283,1601;2101,0152;3418,9754;1656,9095;4060,2769;1552,3456;2013,9621;1900,814;1515,5125;1788,2106;3285,6357;1984,7548;1627,0036;2018,6555;1939,6552;4211,4203;2735,7125;2834,9414;1861,2941;1877,7889;3048,238;2999,9051;3733,0712;2869,3402;884,0947;1352,8283;1277,2001;1896,0573;1947,1613;644,8503;1551,4211;1721,9388;2683,4986;5276,3351;796,7618;7503,9337;2020,8415;2661,5401;1524,2955;3395,4315;1087,0062;2454,3366;619,1658;1590,6458;3024,0338;1240,0865;1024,0343;1193,9979;1160,9148;1957,1455;1802,541;2024,8421;1259,4903;2308,9913;2097,4421;6411,4865;5462,7798;3188,7073;2545,1143;3619,1983;2117,1634;1622,7538;1815,9544
"ACSL3";1310,5263;2657,5793;1266,881;1365,8995;2078,6188;2131,6559;1686,1565;1979,9679;1869,5114;1933,6671;1240,1747;828,3465;2681,6811;1178,8693;2298,0799;1915,8416;1569,2439;1592,437;1388,8419;1832,2946;1205,6838;1431,1111;2893,0404;1749,1213;1310,8729;3690,7063;2432,5323;1636,275;1813,0142;808,8371;1552,6281;1654,722;1797,4614;1515,66;1879,5075;2807,3482;1668,422;1603,5422;1534,4436;1533,1247;1506,8664;3734,3071;4661,306;1319,3103;3773,3653;1209,6425;1919,6235;1452,3731;921,309;1759,423;1848,0173;1201,8779;2485,498;2888,8344;1399,7851;1451,1843;1776,7666;1332,7172;1489,8157;2786,6868;2166,8712;1784,4411;1394,343;2676,2313;1576,8721;2732,6683;1803,577;3146,1434;1825,7669;1630,303;1578,3954;1342,389;1660,7346;2681,7892;1978,5021;2153,3782;1681,6193;1711,8315;1219,6397;1996,1603;1709,9695;2007,3605;2913,7725;2527,6074;2099,3763;4860,4061;2659,1741;1718,1756;1990,7684;2761,9931;2480,2979;2035,7473;2678,4226;1894,0177;2098,514;1529,4602;2612,4298;2350,1662;2541,2294;1560,1735;1417,6027;2126,7888;1671,4452;2984,4609;1550,8322;1700,7306;1683,7047;2301,2542;1246,4287;1639,8336;3607,9128;1187,0968;2062,3946;874,0648;1169,0657;1385,2041;1065,3742;1587,9471;1844,9084;1501,4493;1313,0161;2113,4252;1926,9396;2934,5178;2221,5118;1430,7869;1298,9076;1633,5248;979,1147;1157,8947;1476,3948;1549,3033;2901,8711;3906,2224;1661,7258;1754,5263;1419,1936;2167,047;1144,9452;1512,8378;1330,0364;1960,8717;1581,289;1417,7215;2151,593;1698,5999;1095,1567
"ACSL4";1554,9708;1088,6016;1605,5734;1477,3759;1434,8697;1858,4212;1563,6285;1363,7821;2195,4236;1650,8135;1419,214;555,9055;2059,1192;1025,0232;2492,4207;1000,495;776,213;1486,1945;1151,3102;1122,9462;1592,6635;1313,0864;1563,4498;1265,8172;2119,4487;4098,8848;897,2802;1461,726;902,7674;765,8791;2875,5822;3577,0261;1802,9801;1804,2506;2157,8716;2106,9275;1501,3619;1923,0245;1309,6139;715,7016;1166,0424;1039,8192;2575,6542;1573,7931;1710,9677;1102,9252;1941,3469;1258,7628;2047,964;1529,5486;2197,1957;1357,7465;2835,6262;1354,0925;1230,5212;2767,1866;1373,1263;637,7079;2090,6887;1319,2133;2482,6176;2022,8947;2505,6805;2694,2184;2198,1445;1577,8055;1858,8014;2148,3491;1335,3783;2677,0053;2173,0467;1395,8603;2451,7228;2231,1711;2011,3607;2139,2891;1808,5339;1499,0302;1104,1122;2192,4646;1468,0605;1666,2622;1149,7006;1345,7055;3387,9418;2994,9239;2619,4459;3593,6011;2368,7212;1980,1219;883,959;1630,6117;2369,142;1907,6815;1943,3132;1306,5513;2353,1341;2875,5227;3444,9025;2352,3672;2337,0546;1980,4442;1178,2255;1646,3015;1344,9695;1547,7749;1186,1075;1721,6041;2158,9733;2147,7182;1573,4213;1197,8495;1526,1383;1014,2497;1508,7416;1415,8163;2330,4779;2690,8378;2020,8777;2235,1967;2174,9902;1228,666;679,114;1558,8832;1364,6951;1745,5485;537,2393;1027,0344;1222,6967;1428,9834;1690,9871;1203,1083;1960,0832;1310,1428;1389,6241;1977,6842;659,9729;1184,8471;928,7454;2206,7568;1839,6668;1630,5102;1348,8565;1942,5105;1887,9753;1140,3373;1839,886
"ACSL5";2003,5088;5187,309;1205,7878;3668,0758;8553,7228;1912,2885;3914,0155;1932,6923;1170,068;2021,9024;1838,4279;1633,0709;6695,3549;7673,772;3712,8809;5260,8911;3478,7277;328,3313;13215,9763;2188,6686;4841,2778;3139,7531;5568,4832;980,2285;1886,2685;2237,1747;5929,2316;2891,2725;4473,822;499,5397;1225,5489;1084,3938;10603,2009;778,5235;8876,4292;7443,0007;2542,9453;2602,861;3104,4663;429,8383;4341,6563;1937,0544;4135,4058;1184,1379;4862,5725;4164,1387;4170,1665;7331,1387;3456,4077;2465,3327;6674,9393;7052,5822;2159,6729;3397,3004;3552,9285;3622,1837;2695,9315;7277,8805;1749,2726;4151,7182;1092,0245;7805,1969;1716,5243;4698,5011;1657,389;7228,4289;5844,054;4681,0249;1540,6953;1667,0232;2114,8401;3685,2091;4181,7493;1907,9903;3259,9843;2207,4928;2235,2298;1848,1574;3069,1789;2102,7118;1603,131;1040,5827;5199,4012;6566,5644;3055,7173;1662,9442;4596,184;2923,0769;1629,3782;4055,6586;1641,6382;2380,8005;8602,5961;2413,5938;1510,732;5701,6893;2388,4926;2767,0205;1089,2054;1386,339;1329,7745;6760,0855;3022,8594;6062,8366;1272,9175;2917,5444;1750,5461;2381,2392;3040,9209;1669,2229;2900,3297;1534,0502;7720,0675;2667,939;1904,7368;977,0408;1643,8233;1785,8893;7845,7605;611,1801;2327,1726;155,0785;12753,3341;1576,1421;1496,232;6902,9294;4928,5005;5268,3442;1637,5308;5384,2826;2737,7682;1634,5123;4296,8815;1096,3242;3352,0381;2144,8421;5661,6606;5729,8037;1084,0438;1058,1081;2037,4805;2205,5473;3768,3992;1327,5316;4003,0832;8492,5587;2630,1994
"ACSL6";7,0175;6,5805;10,7181;4,3839;5,5496;12,758;10,7481;8,8141;16,6976;13,7672;4,3668;25,1969;2,413;6,0241;17,9765;1,9802;7,7621;10,8043;29,1631;16,4306;5,2404;5,4321;4,6462;7,4692;65,3395;2,974;1,0562;15,6021;5,6096;79,7791;25,2828;24,1125;3,3113;34,6756;14,9516;3,6051;23,2431;17,03;3,785;8,3464;4,5776;44,514;0,8974;14,4828;1,5018;10,2925;6,517;2,9604;14,4891;6,5147;9,0111;3,7559;6,1787;9,3439;3,7614;14,4425;1,606;1,2323;12,6091;6,0514;30,2658;6,7337;64,2482;5,5675;39,7614;22,9426;4,0791;18,1858;15,5419;21,7469;40,3776;2,5873;6,0583;12,7437;4,1947;15,0496;30,6346;34,9127;9,3522;7,1994;8,3035;3,3245;3,5928;6,4417;17,4636;2,0305;21,4323;20,4221;24,1651;7,9512;12,1005;3,0209;3,3904;3,5035;48,4315;14,0091;8,7115;35,1667;5,2474;74,0875;110,4715;6,7344;10,0736;2,5382;18,6257;1,8977;24,028;6,7457;39,7225;2,7553;3,0434;43,7276;17,4255;6,8863;24,6397;10,8418;45,0857;8,8192;3,8347;29,8137;30,2792;0;7,422;19,2893;14,6152;0,5744;1,9861;2,4738;42,5471;2,1629;9,0129;17,6849;4,158;7,06;5,8232;27,3684;3,5266;14,1488;21,3155;20,9459;22,3842;12,3824;2,4948;6,8565;17,9856;3,5277;75,2137
